Temperature (K)	Pressure (MPa)	Therm. Cond. (W/m*K)	Reference
379.97	40.004	0.07993	Prasad et al.
379.99	30.006	0.07116	Prasad et al.
380.09	20.002	0.06176	Prasad et al.
379.91	10.004	0.05297	Prasad et al.
359.90	69.996	0.10439	Prasad et al.
357.90	69.996	0.10454	Prasad et al.
359.89	59.998	0.09662	Prasad et al.
359.89	50.001	0.08934	Prasad et al.
359.90	40.004	0.08052	Prasad et al.
359.89	30.006	0.07068	Prasad et al.
359.91	20.002	0.06069	Prasad et al.
359.94	20.002	0.06069	Prasad et al.
359.94	10.011	0.05007	Prasad et al.
260.58	69.996	0.12947	Prasad et al.
260.51	59.998	0.11932	Prasad et al.
260.48	50.001	0.10935	Prasad et al.
260.53	40.004	0.09879	Prasad et al.
260.57	29.999	0.08661	Prasad et al.
260.71	20.009	0.07173	Prasad et al.
260.90	15.003	0.06045	Prasad et al.
261.15	20.009	0.07062	Prasad et al.
261.17	9.997	0.04618	Prasad et al.
261.69	4.999	0.03265	Prasad et al.
261.93	4.999	0.03245	Prasad et al.
277.15	69.996	0.12216	Prasad et al.
277.31	59.998	0.11322	Prasad et al.
277.43	49.994	0.10341	Prasad et al.
277.72	40.004	0.09336	Prasad et al.
277.98	29.999	0.08106	Prasad et al.
278.28	20.002	0.06516	Prasad et al.
278.52	15.003	0.05587	Prasad et al.
279.19	9.997	0.04447	Prasad et al.
279.51	5.006	0.03572	Prasad et al.
279.63	5.013	0.03572	Prasad et al.
279.99	9.997	0.04461	Prasad et al.
